Timestamp,ID (HEX),Message Name,Data (HEX),Decoded Signals
1754858027.2150638,0x58,Steering_Wheel_Operation,019D,"{""Steering_Angle"": -9.799999999999997}"
1754858027.2309074,0x67E,Unknown,,
1754858027.2562604,0x10,Unknown,D182E94E80F1FD2E,
1754858027.3020823,0x2,Unknown,FB27A9B26D858057,
1754858027.3254087,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858027.357791,0x1,Unknown,E477450973E51811,
1754858027.3767583,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858027.3768277,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858027.3768618,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858027.3878276,0x6,Unknown,6425BDD9F290384B,
1754858027.407617,0x244,Unknown,1F40800000000000,
1754858027.4426117,0x2F,Accelerator_Pedal_Operation,0389,"{""Accelerator_Position"": 88.46375}"
1754858027.4426732,0x1A,Brake_Operation_Indicator,0378,"{""Brake_Percentage"": 86.802}"
1754858027.4426925,0x58,Steering_Wheel_Operation,01FE,"{""Steering_Angle"": -0.10000000000000142}"
1754858027.4501665,0x10,Unknown,A6BB37E4F14D9BAB,
1754858027.497213,0xA,Unknown,98630109124BD0BD,
1754858027.5131898,0x1A0,Unknown,0000000000000001,
1754858027.5408468,0xB,Unknown,7E95D4CCE6BF2510,
1754858027.5586402,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858027.5587087,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858027.5588298,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858027.5658839,0x2,Unknown,84DFEE64F075DA3F,
1754858027.590964,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858027.5930293,0xC,Unknown,61481FDF0E6823A7,
1754858027.60599,0xC8,Unknown,3F292EEE984D,
1754858027.6351075,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858027.6351764,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858027.6352122,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858027.6603203,0x2F,Accelerator_Pedal_Operation,03A8,"{""Accelerator_Position"": 91.494}"
1754858027.6603684,0x1A,Brake_Operation_Indicator,03A2,"{""Brake_Percentage"": 90.9075}"
1754858027.6603923,0x58,Steering_Wheel_Operation,01A9,"{""Steering_Angle"": -8.600000000000001}"
1754858027.6713798,0xB,Unknown,C2EA3EF12D38E9B2,
1754858027.7203693,0x4F0,Unknown,0F01000000000000,
1754858027.7280838,0x1,Unknown,ECCCD95D9B80F5CB,
1754858027.790965,0xC,Unknown,A886D5BB0C6F2840,
1754858027.8210413,0x2,Unknown,74235077EE3B2152,
1754858027.822994,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858027.823054,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858027.823088,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858027.8488698,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858027.8781068,0xD,Unknown,3F3F2606CD118E97,
1754858027.8785524,0x689,Unknown,87CC5804E575E0BF,
1754858027.8984146,0x1A0,Unknown,0000000000000001,
1754858027.9497914,0x10,Unknown,1B16C18A2688A8E7,
1754858027.954693,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858027.9547584,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858027.9547944,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858028.006936,0x4,Unknown,6CF41C356C280FBA,
1754858028.0315874,0x1A0,Unknown,0000000000000001,
1754858028.034697,0x2F,Accelerator_Pedal_Operation,03BF,"{""Accelerator_Position"": 93.74225}"
1754858028.0347617,0x1A,Brake_Operation_Indicator,035C,"{""Brake_Percentage"": 84.065}"
1754858028.0347974,0x58,Steering_Wheel_Operation,017F,"{""Steering_Angle"": -12.799999999999997}"
1754858028.0632818,0x40F,Unknown,,
1754858028.0778873,0x8,Unknown,86FB79D594BF714A,
1754858028.1199818,0xC,Unknown,BC803196D734F031,
1754858028.1742163,0xF,Unknown,E645B739CF8B2275,
1754858028.2056904,0x10,Unknown,700B01268A1FA68A,
1754858028.2087898,0x4F0,Unknown,0F01000000000000,
1754858028.236422,0xC,Unknown,B0B8EEB43C7844C9,
1754858028.2597113,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858028.2597902,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858028.2598252,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858028.2668152,0xC,Unknown,ACA6A32EE96196F8,
1754858028.2763236,0x2F,Accelerator_Pedal_Operation,03EB,"{""Accelerator_Position"": 98.04325}"
1754858028.2763662,0x1A,Brake_Operation_Indicator,0324,"{""Brake_Percentage"": 78.59100000000001}"
1754858028.2765071,0x58,Steering_Wheel_Operation,01E0,"{""Steering_Angle"": -3.1000000000000014}"
1754858028.341053,0x1,Unknown,56C4AF253D7335DA,
1754858028.3426511,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858028.3741598,0x1A0,Unknown,0000000000000001,
1754858028.4206052,0x2,Unknown,FEF5440791ED4685,
1754858028.4253948,0x713,Unknown,8D63341EBED44342,
1754858028.492004,0x4F0,Unknown,0F01000000000000,
1754858028.5033584,0x8,Unknown,BF572403C4EDFC7B,
1754858028.5085597,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858028.5086403,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858028.5086803,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858028.521267,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858028.580574,0x2F,Accelerator_Pedal_Operation,001D,"{""Accelerator_Position"": 2.83475}"
1754858028.5806441,0x1A,Brake_Operation_Indicator,036B,"{""Brake_Percentage"": 85.53125}"
1754858028.5806847,0x58,Steering_Wheel_Operation,022C,"{""Steering_Angle"": 4.5}"
1754858028.5845284,0xC,Unknown,7621616CCC67C412,
1754858028.6079686,0x41C,Unknown,97F416684F1E,
1754858028.6294308,0x1A0,Unknown,0000000000000001,
1754858028.6608212,0x7,Unknown,B429377AEB1F6DC0,
1754858028.6768718,0x7,Unknown,0A160238E928D330,
1754858028.762915,0x7,Unknown,F1E7490AAD5C869B,
1754858028.8187203,0xF,Unknown,22F734FAECF86055,
1754858028.8695064,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858028.8695781,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858028.8696187,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858028.8976116,0x2F,Accelerator_Pedal_Operation,0043,"{""Accelerator_Position"": 6.549250000000001}"
1754858028.897663,0x1A,Brake_Operation_Indicator,0357,"{""Brake_Percentage"": 83.57625}"
1754858028.897683,0x58,Steering_Wheel_Operation,0277,"{""Steering_Angle"": 12.0}"
1754858028.911188,0x1,Unknown,D328AF0D4F8F8CDA,
1754858028.9164813,0x43,Engine_RPM_Speed,154D0074,"{""Engine_RPM"": 5453, ""Vehicle_Speed"": 116}"
1754858028.9955254,0x1,Unknown,04C57ACA848728BF,
1754858029.001997,0x32F,Unknown,F4BB344EAA63D4,
1754858029.0406137,0x1A0,Unknown,0000000000000001,
1754858029.0456033,0x9,Unknown,DFA742C4AD511CB9,
1754858029.055837,0x559,Unknown,21DFC8,
1754858029.0640433,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858029.0641046,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858029.06414,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858029.0678039,0x6,Unknown,07B654CC18FEE7FA,
1754858029.0978181,0xD,Unknown,2116E2D0DF7FA660,
1754858029.154565,0x6D8,Unknown,E1609F0768EA9E,
1754858029.1925762,0xB,Unknown,6FEAC058A5F20D81,
1754858029.2039096,0xC,Unknown,809D60C671E82808,
1754858029.2064543,0xFF,Unknown,7E3AD1ED6A,
1754858029.28724,0x10,Unknown,49FA1499B0A3DFC7,
1754858029.3108208,0x43,Engine_RPM_Speed,13460067,"{""Engine_RPM"": 4934, ""Vehicle_Speed"": 103}"
1754858029.3257332,0x2F,Accelerator_Pedal_Operation,0056,"{""Accelerator_Position"": 8.406500000000001}"
1754858029.3257828,0x1A,Brake_Operation_Indicator,031F,"{""Brake_Percentage"": 78.10225}"
1754858029.3258035,0x58,Steering_Wheel_Operation,0271,"{""Steering_Angle"": 11.399999999999999}"
1754858029.345942,0x24,Brake_Output_Indicator,79534E40,DLC_MISMATCH_FOR_DECODING
1754858029.376599,0x10,Unknown,F62233D9CD030163,
1754858029.4349911,0x4F0,Unknown,0F01000000000000,
1754858029.4580936,0x39,Throttle_Position,B66621,DLC_MISMATCH_FOR_DECODING
1754858029.4676979,0x4,Unknown,A89FC58F0EDE3D9D,
1754858029.490979,0x4F0,Unknown,0F01000000000000,
1754858029.5184596,0x3,Unknown,3C12818ABECBE4D7,
1754858029.5488114,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858029.5488799,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858029.5489173,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858029.5636215,0x4,Unknown,5E5B3407BBB19421,
1754858029.5903327,0x4C8,Unknown,EAA6873833,
1754858029.5916994,0x2,Unknown,585C6CE1F97E67F6,
1754858029.668749,0x7,Unknown,0022A034459411CB,
1754858029.7079701,0xD,Unknown,9D6F55E2B16D33F9,
1754858029.7196913,0x2F,Accelerator_Pedal_Operation,0076,"{""Accelerator_Position"": 11.534500000000001}"
1754858029.7198086,0x1A,Brake_Operation_Indicator,0370,"{""Brake_Percentage"": 86.02000000000001}"
1754858029.719847,0x58,Steering_Wheel_Operation,02BB,"{""Steering_Angle"": 18.800000000000004}"
1754858029.7290947,0xC,Unknown,731B2B907738B435,
1754858029.7498074,0x1,Unknown,449C1BA24EA8C3AC,
1754858029.771959,0x3,Unknown,4A73AD01FC5ECCB2,
1754858029.7957785,0x9,Unknown,FB26E0C8A0CE29BD,
1754858029.8067837,0x43,Engine_RPM_Speed,11AF005D,"{""Engine_RPM"": 4527, ""Vehicle_Speed"": 93}"
1754858029.8207724,0x7,Unknown,B03A906152089514,
1754858029.8231091,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858029.8231828,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858029.8232203,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858029.8765802,0x70,Unknown,CEF3FA,
1754858029.8979664,0x4F0,Unknown,0F01000000000000,
1754858029.9158268,0xB,Unknown,DD2AA814F39D0E26,
1754858029.9530196,0x13B,Unknown,1E38E061C432,
1754858029.9903982,0xD,Unknown,B53A5FC33F831895,
1754858030.0155993,0xB,Unknown,0F024B7A0D99A8BC,
1754858030.0566235,0x2F,Accelerator_Pedal_Operation,0047,"{""Accelerator_Position"": 6.940250000000001}"
1754858030.0566869,0x1A,Brake_Operation_Indicator,037C,"{""Brake_Percentage"": 87.193}"
1754858030.0567439,0x58,Steering_Wheel_Operation,027D,"{""Steering_Angle"": 12.600000000000001}"
1754858030.0805504,0x1A0,Unknown,0000000000000001,
1754858030.0867395,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858030.0867975,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858030.0868332,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858030.088945,0x43,Engine_RPM_Speed,0FCC0051,"{""Engine_RPM"": 4044, ""Vehicle_Speed"": 81}"
1754858030.099142,0xC,Unknown,230AD9B49C98F759,
1754858030.1231492,0xB,Unknown,B6E20ED78FF7B0A6,
1754858030.1406999,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858030.140779,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858030.1408424,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858030.156334,0x1A0,Unknown,0000000000000001,
1754858030.1905746,0x2C0,Unknown,8ABAFB3EE4,
1754858030.2101655,0x6,Unknown,731E2568BCFEFF23,
1754858030.2722573,0x6,Unknown,87D8175F01AD8C28,
1754858030.347922,0x43,Engine_RPM_Speed,0E010046,"{""Engine_RPM"": 3585, ""Vehicle_Speed"": 70}"
1754858030.3675754,0xC,Unknown,B56BA5AED7B025CA,
1754858030.3809547,0x8,Unknown,FF06F9FE4720B1FB,
1754858030.3968654,0x6,Unknown,9ECAABEAAE9D2631,
1754858030.4345756,0x7,Unknown,58AC006332D291F4,
1754858030.4534068,0x0,Unknown,EA401502EA17E529,
1754858030.4955316,0x2F,Accelerator_Pedal_Operation,0020,"{""Accelerator_Position"": 3.128}"
1754858030.4955783,0x1A,Brake_Operation_Indicator,03BA,"{""Brake_Percentage"": 93.2535}"
1754858030.4957116,0x58,Steering_Wheel_Operation,02CF,"{""Steering_Angle"": 20.800000000000004}"
1754858030.5243104,0x244,Unknown,1F40800000000000,
1754858030.536183,0x0,Unknown,62C499B880C51FD4,
1754858030.546311,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858030.5463727,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858030.5464075,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858030.5565188,0x9,Unknown,B61C4E194123DE42,
1754858030.607938,0x43,Engine_RPM_Speed,0BE20038,"{""Engine_RPM"": 3042, ""Vehicle_Speed"": 56}"
1754858030.6107857,0x724,Unknown,DAE131BA9864CB5D,
1754858030.6429765,0x2,Unknown,CEB554C48FA22BCC,
1754858030.6848743,0x10,Unknown,70DEED01ABF71627,
1754858030.7008624,0x2F,Accelerator_Pedal_Operation,03FA,"{""Accelerator_Position"": 99.5095}"
1754858030.700902,0x1A,Brake_Operation_Indicator,0384,"{""Brake_Percentage"": 87.97500000000001}"
1754858030.7009206,0x58,Steering_Wheel_Operation,0364,"{""Steering_Angle"": 35.70000000000001}"
1754858030.7061899,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858030.7062469,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858030.7062817,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858030.7239082,0x0,Unknown,F6B8A5F83DE3D27E,
1754858030.777445,0x1A0,Unknown,0000000000000001,
1754858030.8230174,0xB,Unknown,B8DBF430821717D8,
1754858030.8485556,0x43,Engine_RPM_Speed,1180005C,"{""Engine_RPM"": 4480, ""Vehicle_Speed"": 92}"
1754858030.915363,0xF,Unknown,5FB21B4E602EDF66,
1754858030.917626,0x62D,Unknown,36,
1754858030.926287,0x2F,Accelerator_Pedal_Operation,03DB,"{""Accelerator_Position"": 96.47925000000001}"
1754858030.9263537,0x1A,Brake_Operation_Indicator,0323,"{""Brake_Percentage"": 78.49325}"
1754858030.926392,0x58,Steering_Wheel_Operation,039A,"{""Steering_Angle"": 41.1}"
1754858030.9560866,0x1,Unknown,6ED2C21AB12C05B9,
1754858030.9789627,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858030.9790332,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858030.9790685,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858031.026213,0x5,Unknown,8F4FFD735DD01CD3,
1754858031.122945,0x5,Unknown,4364F7EB9D1C4A99,
1754858031.1363175,0x2,Unknown,C6045BE92BB09418,
1754858031.1907945,0x2F,Accelerator_Pedal_Operation,03D4,"{""Accelerator_Position"": 95.795}"
1754858031.19085,0x1A,Brake_Operation_Indicator,02FD,"{""Brake_Percentage"": 74.77875}"
1754858031.1908665,0x58,Steering_Wheel_Operation,0378,"{""Steering_Angle"": 37.70000000000001}"
1754858031.2307274,0x244,Unknown,1F40800000000000,
1754858031.2333274,0xC,Unknown,211534267EA8B19A,
1754858031.2553637,0x43,Engine_RPM_Speed,16CE007E,"{""Engine_RPM"": 5838, ""Vehicle_Speed"": 126}"
1754858031.2799108,0x2F,Accelerator_Pedal_Operation,03D6,"{""Accelerator_Position"": 95.9905}"
1754858031.2799382,0x1A,Brake_Operation_Indicator,02C4,"{""Brake_Percentage"": 69.20700000000001}"
1754858031.279953,0x58,Steering_Wheel_Operation,02FB,"{""Steering_Angle"": 25.199999999999996}"
1754858031.3195586,0xE,Unknown,29ABC1143735033A,
1754858031.33092,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858031.330975,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858031.3310094,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858031.3395705,0x2DC,Unknown,D37717,
1754858031.3497155,0x7,Unknown,6EEEE1D36988C875,
1754858031.3538089,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858031.369959,0xF,Unknown,52F77303075D7BEF,
1754858031.4096475,0x0,Unknown,4E884416006C186D,
1754858031.424808,0x8,Unknown,7F360C399C5EA491,
1754858031.4751122,0x1,Unknown,F69F935FEE1E356A,
1754858031.4753823,0x64C,Unknown,9B3530,
1754858031.487422,0x2F,Accelerator_Pedal_Operation,03C5,"{""Accelerator_Position"": 94.32875}"
1754858031.4874594,0x1A,Brake_Operation_Indicator,029F,"{""Brake_Percentage"": 65.59025}"
1754858031.4874759,0x58,Steering_Wheel_Operation,0358,"{""Steering_Angle"": 34.50000000000001}"
1754858031.572932,0x4F0,Unknown,0F01000000000000,
1754858031.5744257,0xE,Unknown,45608FD69FF58B33,
1754858031.630071,0x3FF,Unknown,C0D1DC,
1754858031.656892,0x0,Unknown,110651C70B3C1787,
1754858031.7501607,0x1,Unknown,5845EE1920B9EF0E,
1754858031.7504852,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858031.7505536,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858031.7505891,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858031.7953432,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858031.8250673,0xD,Unknown,5DBEE50348604630,
1754858031.8517203,0x504,Unknown,5EA2330630B73D,
1754858031.8540747,0x2,Unknown,BA45CAA8DB4F35B1,
1754858031.8857872,0x244,Unknown,1F40800000000000,
1754858031.9230778,0xB,Unknown,89737850B5472EE9,
1754858031.9357576,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858031.9394531,0x1A0,Unknown,0000000000000001,
1754858031.9639068,0x0,Unknown,A69D67936514AC19,
1754858031.976053,0x2F,Accelerator_Pedal_Operation,03E3,"{""Accelerator_Position"": 97.26125}"
1754858031.976192,0x1A,Brake_Operation_Indicator,028D,"{""Brake_Percentage"": 63.83075}"
1754858031.9762094,0x58,Steering_Wheel_Operation,03AB,"{""Steering_Angle"": 42.800000000000004}"
1754858031.9887202,0x8,Unknown,A9D44482FDD90B0D,
1754858032.0328305,0x4F0,Unknown,0F01000000000000,
1754858032.0524764,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858032.0735397,0x8,Unknown,4FBA094B8B6DB64F,
1754858032.1163568,0x1,Unknown,CBFEE67F2A5F64CE,
1754858032.1618254,0x10,Unknown,34E4CA99FD8EC13D,
1754858032.1787782,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858032.1788442,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858032.1788828,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858032.2478392,0x7,Unknown,74F2CE4760F267A8,
1754858032.301788,0x262,Unknown,,
1754858032.3142107,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858032.3142822,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858032.3143222,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858032.3252113,0x8,Unknown,0F51CB79EBD7B7C8,
1754858032.408787,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858032.408857,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858032.4088957,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858032.4169579,0xB,Unknown,706B7F80BA9F7AEC,
1754858032.450987,0x2F,Accelerator_Pedal_Operation,03CF,"{""Accelerator_Position"": 95.30625}"
1754858032.4510372,0x1A,Brake_Operation_Indicator,02CC,"{""Brake_Percentage"": 69.989}"
1754858032.451057,0x58,Steering_Wheel_Operation,03E7,"{""Steering_Angle"": 48.800000000000004}"
1754858032.4582407,0x4F0,Unknown,0F01000000000000,
1754858032.5163295,0x3,Unknown,47B2A5E40C09AE80,
1754858032.5209053,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858032.5765824,0x8,Unknown,4FE9AF775C23E440,
1754858032.6067147,0x4,Unknown,003087C9BD5EFB23,
1754858032.6296642,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858032.6671834,0x3,Unknown,5702A360B1E882F6,
1754858032.6910603,0x6,Unknown,A0360B46846F8F20,
1754858032.6930377,0x8A,Unknown,A0FBA1E8A5B67B,
1754858032.7223604,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858032.7224104,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858032.7224317,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858032.7678254,0xD,Unknown,BA24E845BB8152ED,
1754858032.8001904,0x40A,Unknown,1434C66567,
1754858032.821364,0x244,Unknown,1F40800000000000,
1754858032.8452861,0x6,Unknown,76A0D655E050D6F5,
1754858032.8574038,0x4,Unknown,ACFA1A1A03BABD1B,
1754858032.8767729,0x244,Unknown,1F40800000000000,
1754858032.8769534,0x2F,Accelerator_Pedal_Operation,03CF,"{""Accelerator_Position"": 95.30625}"
1754858032.8770149,0x1A,Brake_Operation_Indicator,02D7,"{""Brake_Percentage"": 71.06425}"
1754858032.8770506,0x58,Steering_Wheel_Operation,03FE,"{""Steering_Angle"": 51.1}"
1754858032.8903177,0x6,Unknown,B725055B3A7D1D25,
1754858032.9146857,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858032.9452403,0x2F,Accelerator_Pedal_Operation,03F0,"{""Accelerator_Position"": 98.53200000000001}"
1754858032.9453032,0x1A,Brake_Operation_Indicator,0279,"{""Brake_Percentage"": 61.875750000000004}"
1754858032.9453387,0x58,Steering_Wheel_Operation,0389,"{""Steering_Angle"": 39.4}"
